Prospect ID,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score
895d9177-0ef8-43b1-bf5c-34fbf0f2f677,Organic Search,0,5,154,5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
6560def1-0a04-4faf-925c-faa5e6d32282,Organic Search,0,3,402,1.5,Had a Phone Conversation,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Select,02.Medium,01.High,14,18
0eeb53a5-9b6d-4a6a-aef2-23292c25d66c,Olark Chat,0,2,8,1,Email Opened,Oman,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,Busy,Might be,Select,,,,
7bb24641-6a5b-403d-b4f9-eeb208eeb40c,Google,0,7,1514,3.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
807cae83-4406-4b92-b724-443f26bcf494,Direct Traffic,0,1,961,1,Converted to Lead,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Interested  in full time MBA,Might be,Select,,,,
7c2e878e-ed71-45df-8f60-bc94e59db574,Direct Traffic,0,2,739,2,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,,,,
00fd9191-ba69-48be-8f21-e50b89802b0b,Direct Traffic,0,3,1231,3,Page Visited on Website,India,Finance Management,Online Search,Other,Better Career Prospects,Not doing further education,Worst,Other Leads,,,,
00211c7a-7823-4fa8-8765-8f3d8e113f4e,Direct Traffic,1,5,1665,5,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,,,,
443ffa1f-e2ca-4904-b41e-5f7479b0431f,Direct Traffic,1,5,1087,5,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,02.Medium,01.High,14,18
73541008-e250-4f61-9ac5-e3777d82ad0e,Direct Traffic,1,8,1282,1.14,Email Link Clicked,India,Marketing Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Might be,Select,,,,
2336e91b-815e-4693-97e2-fb82478da64a,Direct Traffic,0,3,458,1.5,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,,,,
e63beca5-f17d-4e13-8b17-6270c7544cec,Organic Search,1,5,332,2.5,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
7b246e8f-40bc-4cc3-a198-b418b47b354d,Direct Traffic,1,3,950,3,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Lost to EINS,High in Relevance,Potential Lead,,,,
547e5d53-aac2-41d9-b370-a589730b5360,Direct Traffic,1,3,1270,3,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
00725a43-5532-487e-b66a-c404d513732f,Google,1,4,1337,4,Had a Phone Conversation,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
f13aba18-b073-48db-90d1-f6bab4d578e8,Direct Traffic,1,2,575,2,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
5d89369c-5b2e-4ae5-b742-c77decae2ac1,Direct Traffic,0,1,400,1,Email Bounced,India,Human Resource Management,Select,Student,Better Career Prospects,Not doing further education,Worst,Other Leads,,,,
e074dd01-aa16-4b03-b9c7-c70ac4396eda,Google,0,2,268,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
053e7a1c-098e-4389-b2a5-8e5d9ebcc1b1,Google,1,2,1122,2,SMS Sent,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
13f742fd-4080-437b-9d7a-39de1bf83747,Google,0,4,1524,2,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
3255d421-3f6c-41e1-93db-3d6f543fb106,Direct Traffic,0,1,241,1,Email Bounced,India,Select,Select,Student,Better Career Prospects,Not doing further education,Worst,Other Leads,,,,
61577735-1b6b-4b0e-affd-3673ce6ab5d8,Direct Traffic,0,2,846,2,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,,,,
d38e35a3-265b-4bfd-a2f4-c261da204ef2,Google,1,5,96,2.5,SMS Sent,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
ce1b3aaf-ee69-4e62-ab7b-543eeeaea536,Google,0,3,208,3,Email Opened,Singapore,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Low in Relevance,Select,,,,
64fa7923-50dd-4f87-85c0-2a084aa0b6d4,Google,1,3,1204,1.5,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
eb9168c0-b629-472b-8a09-e549b21b876d,Google,1,7,875,1.75,Email Link Clicked,India,Retail Management,Email,Unemployed,Better Career Prospects,Lost to EINS,High in Relevance,Potential Lead,02.Medium,01.High,13,20
7112d2b4-0e70-414d-b922-2d0158a6efe6,Direct Traffic,0,3,387,3,Email Opened,Qatar,Operations Management,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Other Leads,,,,
ffd99338-2e6b-4c3f-8650-68b94ea5e07f,Direct Traffic,0,14,1047,1.4,Page Visited on Website,India,Business Administration,Select,Unemployed,Better Career Prospects,Already a student,Worst,Select,01.High,01.High,16,18
e966ccd6-d752-482d-b834-4a01ee6ee7a3,Direct Traffic,0,2,1478,2,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,switched off,Might be,Select,,,,
096c7b5b-e130-4833-bb28-c5145ced9a76,Direct Traffic,0,4,1017,4,Email Link Clicked,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Worst,Other Leads,,,,
2c1bca6e-4640-456b-b31c-c78df0feec6d,Direct Traffic,1,2,857,2,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
2e9c7d98-a34f-480d-b058-da3cfb9f1fde,Direct Traffic,0,2,335,2,Page Visited on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,Interested  in full time MBA,Worst,Student of SomeSchool,,,,
8551791d-f446-47dc-ac2b-00bc81e1ab75,Direct Traffic,0,8,362,2.67,Email Opened,India,Marketing Management,Select,Other,Better Career Prospects,Already a student,Worst,Other Leads,,,,
98f571e2-c5ed-40a6-acc0-16cdf54d693b,Direct Traffic,1,2,9,2,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
6b03876c-bed0-43ca-b3f7-d19ef4386827,Google,1,7,964,3.5,Email Opened,India,International Business,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
773dde5e-4752-4fab-b608-1e1f9b31b199,Google,1,5,1205,5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
7a254494-6496-4acc-9a75-1908048f4cf5,Direct Traffic,0,3,167,3,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
ad5b50cf-b098-4970-bf02-648e73636407,Google,1,3,1390,3,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Might be,Select,02.Medium,02.Medium,14,15
6b934d40-c14e-48ab-ac16-e1cc40538084,Direct Traffic,0,1,328,1,Email Bounced,India,Select,Select,Student,Better Career Prospects,Not doing further education,Worst,Select,,,,
03175d6f-40ed-4ffc-beba-44b0ba859d3d,Direct Traffic,0,1,233,1,Email Bounced,India,Select,Select,Student,Better Career Prospects,Not doing further education,Low in Relevance,Select,,,,
c9ec0a6b-bb0b-415e-84d1-269682dcf5dc,Google,0,3,63,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Select,,,,
3c3eba72-cda4-4519-8d79-ee33f99d66b0,Google,0,2,461,2,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,,,,
c53f50a9-4da9-4e80-9842-205ff5e5819d,Google,0,8,89,2.67,View in browser link Clicked,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Not Sure,Select,,,,
ab2e458e-e821-42a9-978b-8c59637ef8bc,Direct Traffic,1,3,1820,3,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Other Leads,,,,
99b792b0-3b27-43b9-8625-e885cf8b3051,Google,1,3,924,3,Email Opened,India,Marketing Management,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,,,,
82a2328f-d0c8-4c20-8a58-8a05f616d6c0,Reference,1,6,1812,2,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Select,,,,
0c4f794b-ba18-463b-903c-fbae913feef4,Direct Traffic,1,11,1505,3.67,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,01.High,17,17
c928b843-901f-4d47-b28c-c55d3869591c,Google,1,2,683,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
1676ef9a-b158-4384-a597-99b939297f06,Direct Traffic,1,6,1703,6,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,,,,
2f091900-253a-4336-a4cc-62287401571c,Direct Traffic,1,5,264,5,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,High in Relevance,Other Leads,,,,
24368db5-78be-45d5-ae33-e055b5b47a13,Google,1,6,1049,3,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
8c39bbbe-6022-4fd1-a848-4285a3a2a586,Direct Traffic,0,4,363,4,Converted to Lead,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
ad96968d-8773-4ab8-8bbf-0075768bc891,Google,1,3,1177,3,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
f40eed4e-20a2-4d1c-b1d5-cf07682d9894,Google,1,5,140,5,SMS Sent,India,E-COMMERCE,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
ffb429e3-5f15-423e-bf5f-3ca8cd278ed1,Google,0,7,115,3.5,Email Opened,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,switched off,Might be,Select,,,,
72449860-9cd8-479f-95fd-3a20e3356f33,Google,0,1,82,1,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Other Leads,,,,
fbe9c602-eb4d-49c9-84fb-0276a505d36c,Google,0,5,1096,2.5,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
edbd8e4a-ac37-40a3-9ce7-1af0730733b5,Google,1,9,351,4.5,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
ea0fb964-f056-42a4-8441-252b3ed4851a,Google,1,6,1212,3,SMS Sent,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
2c7391e6-811a-4d5d-90be-11a2178190be,Direct Traffic,0,1,199,1,Converted to Lead,India,Marketing Management,Select,Student,Better Career Prospects,Already a student,Worst,Student of SomeSchool,,,,
7d0288e5-9994-479f-a74f-a85f91d6ecef,Reference,1,0,0,0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,,,,
cee250f2-724f-4690-8e6d-8f3932a07f1e,Google,1,4,1387,4,SMS Sent,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
df6ec20b-5e9b-4cfd-8cf6-d82925e4eb8e,Google,1,4,1674,4,Unsubscribed,India,Finance Management,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
6841f123-2338-43a6-85dc-7c35dacdf51e,Google,1,4,158,4,Email Opened,India,International Business,Email,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
e7d25592-f616-46ee-9832-4a06350ac40a,Direct Traffic,0,4,162,4,Olark Chat Conversation,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Worst,Select,,,,
af009ecb-403e-495b-9602-73eb5d73c040,Organic Search,0,3,452,3,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,,,,
3842194b-e1ea-4fdc-803e-d1b6cea40ee4,Organic Search,0,5,1059,5,SMS Sent,United States,Business Administration,Select,Unemployed,Better Career Prospects,switched off,Might be,Select,,,,
34b3874e-6794-4849-8e2a-a8daf556d455,Google,1,3,449,3,SMS Sent,India,Operations Management,Student of SomeSchool,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
753f7d29-a44d-4e3f-8d75-0671d8fd7ff8,Direct Traffic,1,4,929,4,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
ec13cbb5-1c38-44cd-92b3-352ca1576d52,Direct Traffic,1,6,78,6,Page Visited on Website,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
96f9b592-a64e-4353-9d02-7914e45157c8,Google,0,6,1217,6,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
a525e0db-e1a3-4a62-b606-a973dcf33dd7,Direct Traffic,1,2,688,2,SMS Sent,India,Operations Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
16a0f538-0316-4090-af16-6ea0653c96b7,Direct Traffic,0,4,348,4,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
3838e7d2-83e7-43ff-9368-5190b2bffe2e,Direct Traffic,0,6,9,6,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
bdb0cea5-7863-445c-be7d-755e16b32148,Direct Traffic,1,7,1008,3.5,SMS Sent,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
8ac0909b-9e67-49b7-96b6-e18cf5ba721a,Direct Traffic,1,3,700,3,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
d522a3d3-f0c6-4075-b802-79bee9ef91c7,Direct Traffic,1,8,489,8,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
9343e959-299b-472a-9bbd-0d62ded4ef57,Google,1,4,765,4,SMS Sent,India,Finance Management,Online Search,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
7745db21-27f1-43c9-9d38-1456808772cb,Direct Traffic,1,3,1643,3,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Lost to EINS,Not Sure,Select,,,,
5d3e978d-0afd-4023-a755-09d6586fa11b,Direct Traffic,0,9,234,1.8,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,wrong number given,Not Sure,Select,,,,
fddf75ec-40f6-4ca1-b561-466581866db2,Direct Traffic,1,3,835,3,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,,,,
de1726f7-3151-4d85-9480-28440094fea7,Google,1,6,1400,2,SMS Sent,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
5dca597b-2f30-4fef-8e4c-0bd4e2f5fbc4,Direct Traffic,0,5,1515,2.5,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,,,,
459860d2-d235-4ca6-9ff1-700dd01f33cd,Google,1,3,1160,3,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
bcace936-2436-4a74-ac45-60ba6f1d1f36,Google,1,4,409,4,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
c0a584c4-476d-4436-92e5-23b5bcf2b88e,Organic Search,1,8,1138,2,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Dual Specialization Student,,,,
e0d39ba4-9654-4b37-8d70-eee4699cc081,Google,1,6,1352,2,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
5546a107-08cf-49e0-bf76-57434c4eb681,Google,1,3,1039,1.5,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,,,,
4c0ea143-488a-4a9f-83c8-0e450dceabc4,Direct Traffic,0,9,176,3,Email Opened,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Might be,Select,,,,
64f9e8a9-f295-4f1e-b90d-e22c9a28341b,Direct Traffic,0,4,590,4,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
ada314bb-bf90-4856-8e68-2c3835c9462e,Direct Traffic,1,4,52,4,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,,,,
d6310ca5-442f-4717-800c-68251c44e540,Google,0,2,49,2,SMS Sent,India,Supply Chain Management,Word Of Mouth,Unemployed,Better Career Prospects,Busy,Might be,Select,,,,
3a638ceb-4ab0-4ba5-b843-d25047253f11,Google,1,3,304,3,SMS Sent,India,Operations Management,Word Of Mouth,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
5cb323d5-d463-4ce1-90f9-aaf2c0b1d669,Direct Traffic,1,10,1619,3.33,Page Visited on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,,,,
eecc9f9d-67b9-4502-b826-ed5aa30967fe,Organic Search,1,19,1146,2.71,Page Visited on Website,India,Rural and Agribusiness,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,17,13
f420e2ea-3769-4ca3-bcc4-70b641e7c437,Organic Search,1,8,1408,4,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
275e4a4f-4b2c-4584-a913-c131282a31dc,Google,0,5,176,1.25,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
49b7b2a9-da40-4678-8a36-2d4ddd528760,Direct Traffic,1,12,942,12,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Lateral Student,02.Medium,02.Medium,15,16
aaaaf89c-20bc-4974-8d0d-e31f1dc4f562,Google,1,5,1473,5,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
01a82199-7cbe-4a4b-a396-b517d0328358,Google,0,4,217,4,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
0b4cc06f-1c57-4dae-88f4-1648b5b7c01f,Google,1,4,888,4,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
0fb6a31e-7540-4b82-bc4a-24280d3878f5,Direct Traffic,1,2,1282,2,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
d46697f0-f385-4c41-8ce5-ecdd42921f40,Google,1,6,842,6,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
f880fcdd-3d15-408d-a716-e71801a6c420,Direct Traffic,0,1,2,1,Converted to Lead,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
58f1fe2f-294a-4fd1-b680-0fc51e4797aa,Google,0,2,106,2,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,switched off,Not Sure,Select,,,,
c156cf5a-007f-4e5a-bcb7-a52b8de24f12,Direct Traffic,1,12,179,6,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
61eb8da1-f92c-40da-8ff5-87fc6b4f0143,Direct Traffic,1,2,454,2,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,,,,
37c9bf30-6f8f-49f1-af21-da42bf5f2b87,Direct Traffic,0,2,63,2,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Ringing,Low in Relevance,Select,,,,
92b96e32-2017-4915-9807-d50b2573c6e5,Direct Traffic,1,9,1242,9,SMS Sent,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
3dcb5dbd-98d6-4636-9f81-ff031963e796,Direct Traffic,1,8,718,2,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,02.Medium,01.High,15,19
099a4be3-54e1-412a-a08f-3df0d6d69fe9,Direct Traffic,0,3,14,3,SMS Sent,Singapore,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
1930406c-7458-45b0-8a22-904cac7f37a3,Google,1,5,1125,5,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,15,20
9893aa83-61e8-4aa5-85dd-cd3d959bce3d,Google,1,2,1240,1,Form Submitted on Website,India,IT Projects Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Other Leads,,,,
16c88558-afa1-421b-ab12-375473880d92,Direct Traffic,1,2,1376,2,SMS Sent,India,Hospitality Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
927d2f10-a73b-47c0-861e-9e013064184e,Organic Search,0,8,269,8,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,invalid number,Not Sure,Select,,,,
6e6db99d-9704-4550-8105-f7b1395734b5,Olark Chat,0,1,328,1,Unsubscribed,India,Healthcare Management,Select,Unemployed,Better Career Prospects,Recognition issue (DEC approval),Low in Relevance,Potential Lead,,,,
0a91bd3b-a7e1-4426-98ae-5ab5a1fcc04b,Google,1,6,373,6,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Busy,Not Sure,Select,,,,
fa1ce3ce-d985-40f6-a653-cd2986fe1a36,Google,0,2,155,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,,,,
faa48154-80ee-4cf7-92dd-ab5edcfc8536,Olark Chat,0,3,172,1.5,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,number not provided,Might be,Select,,,,
d53ba8fe-ca1b-4e45-a2e4-597a8915edef,Organic Search,0,3,268,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
f9004078-9fa3-46a9-a921-762850e1e071,Google,1,3,168,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Lost to EINS,Not Sure,Select,,,,
b44aecbc-ccb5-40f9-8d0f-72784d09fe0b,Google,0,2,1440,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,,,,
6ba33f3d-08ff-4939-9e8e-d078fbd251fb,Google,0,5,610,2.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,,,,
73c0b96a-ddf7-4382-9753-3b7a10591c5a,Direct Traffic,1,3,128,3,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
3ba84e80-6c29-4826-adb5-958aa73877cd,Google,1,5,178,5,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
84e6b80e-ebb0-46a7-bcaa-bb94fd7cabff,Google,1,4,1107,2,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
fff4f056-6574-4f97-b85a-ea4198a2915b,Direct Traffic,0,2,1316,2,Email Opened,India,IT Projects Management,Select,Student,Better Career Prospects,Already a student,Worst,Student of SomeSchool,,,,
bb5fcf14-266a-45b6-ad4b-48d8b3b1b1a4,Direct Traffic,0,1,234,1,Converted to Lead,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,Already a student,Not Sure,Select,,,,
37bf3bea-1f91-4f5b-9257-15a63122edf6,Direct Traffic,1,2,1311,2,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,,,,
5352d860-380c-40aa-a8ac-9d04d4d8c903,Google,0,6,197,3,Form Submitted on Website,India,E-Business,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,,,,
2a9ba182-857c-4602-a75b-65406b5b84a9,Direct Traffic,1,20,155,4,Email Opened,India,Business Administration,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,16
2ab877e7-00a9-41d6-b618-180d9482e697,Direct Traffic,1,4,1333,2,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
48a8fc12-7621-40b3-ad49-8a963b21a545,Organic Search,1,5,1042,1.67,Email Opened,India,Media and Advertising,Multiple Sources,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,,,,
e0ffdac9-f6c9-4ff0-8f62-d018ed97d628,Direct Traffic,1,3,399,3,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,,,,
c303560b-80e1-4c62-bcce-5b355b85fb37,Direct Traffic,1,2,1412,2,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,,,,
6ed8a75d-ad33-4420-9cff-746389920873,Organic Search,1,14,438,7,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
4f46ffe5-56dc-4edb-b932-fde9b170bbe4,Direct Traffic,1,2,172,2,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,,,,
d913bfea-73e5-475a-8ba9-0f665306df43,Direct Traffic,1,4,1246,4,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,,,,
8ba2883b-8514-4d5d-b4a3-87923443e9c7,Google,1,8,190,4,SMS Sent,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Busy,Not Sure,Other Leads,,,,
